Date,T-12,T-11,T-10,T-9,T-8,T-7,T-6,T-5,T-4,T-3,T-2,T-1,window_statistic_12_median,difference_13_12-1,difference_statistic_3_1_abs_energy,tzero,Target_Tplus3
1951-11-01,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.2688,1.1624999999999996,0.048689809999999764,10.695,11.2892
1951-12-01,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,10.2817,1.1366000000000014,0.13878356000000025,11.005,11.2117
1952-01-01,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,10.359200000000001,1.1107999999999993,0.39040624999999884,11.5475,10.9275
1952-02-01,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,10.3721,1.0074999999999985,0.36102513999999863,11.2892,10.7209
1952-03-01,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,10.47545,0.9299999999999997,0.07272513999999991,11.2117,10.7984
1952-04-01,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.527149999999999,0.6715999999999998,0.08677588999999994,10.9275,10.9792
1952-05-01,10.0492,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.63045,0.6716999999999995,0.12345320000000008,10.7209,11.3409
1952-06-01,10.1784,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.70795,0.620000000000001,0.04868981000000004,10.7984,11.5475
1952-07-01,10.23,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.75965,0.7492000000000001,0.038694889999999954,10.9792,11.5217
1952-08-01,10.4625,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,10.862950000000001,0.8783999999999992,0.16351552999999913,11.3409,11.625
1952-09-01,10.5659,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,10.95335,0.9816000000000003,0.17351044999999923,11.5475,12.0384
1952-10-01,10.4884,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,10.9921,1.0332999999999988,0.04334919999999997,11.5217,12.4517
1952-11-01,10.695,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.108350000000002,0.9299999999999997,0.011336530000000187,11.625,12.0642
1952-12-01,11.005,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,11.25045,1.0333999999999985,0.18157044999999963,12.0384,12.1417
1953-01-01,11.5475,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,11.31505,0.9042000000000012,0.34171645000000056,12.4517,12.0642
1953-02-01,11.2892,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,11.31505,0.7750000000000004,0.32097314000000193,12.0642,11.9092
1953-03-01,11.2117,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,11.4313,0.9299999999999997,0.15616250000000093,12.1417,12.0642
1953-04-01,10.9275,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,11.5346,1.1366999999999994,0.012012500000000176,12.0642,12.245
1953-05-01,10.7209,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.58625,1.1883,0.03003124999999989,11.9092,12.4259
1953-06-01,10.7984,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,11.7671,1.2657999999999987,0.04804999999999961,12.0642,12.4259
1953-07-01,10.9792,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,11.9738,1.2657999999999987,0.05671363999999967,12.245,12.3225
1953-08-01,11.3409,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.0513,1.0850000000000009,0.06541345000000029,12.4259,12.245
1953-09-01,11.5475,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.0642,0.878400000000001,0.03272481000000042,12.4259,12.6584
1953-10-01,11.5217,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.0642,0.8008000000000006,0.010691560000000124,12.3225,13.3559
1953-11-01,11.625,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.10295,0.6199999999999992,0.016697810000000212,12.245,12.9942
1953-12-01,12.0384,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.193349999999999,0.620000000000001,0.176905810000001,12.6584,12.9425
1954-01-01,12.4517,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,12.245,0.9041999999999994,0.6574058100000006,13.3559,12.7875
1954-02-01,12.0642,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.245,0.9299999999999997,0.6173331400000003,12.9942,12.5292
1954-03-01,12.1417,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.28375,0.8008000000000006,0.13349978000000043,12.9425,12.7359
1954-04-01,12.0642,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.3742,0.7233,0.0266978900000002,12.7875,13.0717
1954-05-01,11.9092,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.4259,0.6199999999999992,0.09074389000000045,12.5292,13.4076
1954-06-01,12.0642,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.47755,0.6717000000000013,0.10944378000000068,12.7359,13.4592
1954-07-01,12.245,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,12.5938,0.8267000000000007,0.1554865299999999,13.0717,13.3559
1954-08-01,12.4259,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,12.69715,0.9817,0.22559044999999966,13.4076,13.4076
1954-09-01,12.4259,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,12.761700000000001,1.0332999999999988,0.11549137000000023,13.4592,14.0792
1954-10-01,12.3225,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,12.865,1.0334000000000003,0.013333449999999678,13.3559,14.4925
1954-11-01,12.245,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,12.968350000000001,1.1626000000000012,0.013343779999999836,13.4076,14.4409
1954-12-01,12.6584,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,13.03295,1.4207999999999998,0.4537194499999997,14.0792,14.4409
1955-01-01,13.3559,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,13.213799999999999,1.1365999999999996,0.6218634499999993,14.4925,14.2859
1955-02-01,12.9942,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,13.213799999999999,1.4466999999999999,0.1734794499999997,14.4409,14.0017
1955-03-01,12.9425,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,13.38175,1.4983999999999984,0.002662560000000055,14.4409,14.1309
1955-04-01,12.7875,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,13.4076,1.4984000000000002,0.024024999999999803,14.2859,14.4925
1955-05-01,12.5292,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,13.433399999999999,1.4725000000000001,0.10479463999999994,14.0017,15.2159
1955-06-01,12.7359,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,13.73045,1.3949999999999996,0.09746228000000035,14.1309,15.3192
1955-07-01,13.0717,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.04045,1.4207999999999998,0.1474471999999997,14.4925,15.035
1955-08-01,13.4076,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,14.10505,1.8082999999999991,0.6540621199999992,15.2159,15.1125
1955-09-01,13.4592,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,14.208400000000001,1.8600000000000012,0.53397845,15.3192,15.8876
1955-10-01,13.3559,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,14.363399999999999,1.6791,0.0914405300000003,15.035,16.4559
1955-11-01,13.4076,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,14.4409,1.7049000000000003,0.08677589000000022,15.1125,16.2492
1955-12-01,14.0792,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,14.4667,1.8084000000000007,0.6067862600000002,15.8876,16.0942
1956-01-01,14.4925,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,14.4925,1.9634,0.9237448999999989,16.4559,15.8876
1956-02-01,14.4409,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,14.76375,1.8082999999999991,0.36568977999999935,16.2492,15.7326
1956-03-01,14.4409,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,15.07375,1.6533000000000015,0.06674988999999984,16.0942,15.8359
1956-04-01,14.2859,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.164200000000001,1.601700000000001,0.06670855999999921,15.8876,16.0684
1956-05-01,14.0017,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.26755,1.7309,0.0667085600000003,15.7326,16.4559
1956-06-01,14.1309,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.5259,1.705,0.03469589000000052,15.8359,16.3526
1956-07-01,14.4925,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,15.78425,1.5759000000000007,0.06472714000000014,16.0684,16.0684
1956-08-01,15.2159,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,15.86175,1.2400000000000002,0.2042124999999994,16.4559,16.0684
1956-09-01,15.3192,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,16.4559,15.8876,1.0333999999999985,0.16082713999999962,16.3526,16.7917
1956-10-01,15.035,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,16.4559,16.3526,15.978000000000002,1.0334000000000003,0.09144052999999928,16.0684,17.5409
1956-11-01,15.1125,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,16.4559,16.3526,16.0684,16.0684,0.9558999999999997,0.08076963999999912,16.0684,17.3084
1956-12-01,15.8876,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,16.4559,16.3526,16.0684,16.0684,16.0684,0.9040999999999979,0.5231628899999975,16.7917,17.0759
1957-01-01,16.4559,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,16.4559,16.3526,16.0684,16.0684,16.7917,16.0813,1.0850000000000009,1.0844635300000003,17.5409,16.7917
1957-02-01,16.2492,16.0942,15.8876,15.7326,15.8359,16.0684,16.4559,16.3526,16.0684,16.0684,16.7917,17.5409,16.0813,1.0592000000000006,0.6153568900000036,17.3084,16.5076
1957-03-01,16.0942,15.8876,15.7326,15.8359,16.0684,16.4559,16.3526,16.0684,16.0684,16.7917,17.5409,17.3084,16.0813,0.9817,0.10811249999999993,17.0759,16.7142
1957-04-01,15.8876,15.7326,15.8359,16.0684,16.4559,16.3526,16.0684,16.0684,16.7917,17.5409,17.3084,17.0759,16.2105,0.9040999999999979,0.13482589000000028,16.7917,17.3859
1957-05-01,15.7326,15.8359,16.0684,16.4559,16.3526,16.0684,16.0684,16.7917,17.5409,17.3084,17.0759,16.7917,16.404249999999998,0.7750000000000004,0.1614824500000004,16.5076,17.9284
1957-06-01,15.8359,16.0684,16.4559,16.3526,16.0684,16.0684,16.7917,17.5409,17.3084,17.0759,16.7917,16.5076,16.481749999999998,0.8783000000000012,0.12339636999999995,16.7142,17.6701
1957-07-01,16.0684,16.4559,16.3526,16.0684,16.0684,16.7917,17.5409,17.3084,17.0759,16.7917,16.5076,16.7142,16.6109,1.317499999999999,0.4938644499999976,17.3859,17.1792
1957-08-01,16.4559,16.3526,16.0684,16.0684,16.7917,17.5409,17.3084,17.0759,16.7917,16.5076,16.7142,17.3859,16.75295,1.4725000000000001,0.7454871399999974,17.9284,17.2309
1957-09-01,16.3526,16.0684,16.0684,16.7917,17.5409,17.3084,17.0759,16.7917,16.5076,16.7142,17.3859,17.9284,16.7917,1.3175000000000026,0.36102513999999963,17.6701,17.8767
1957-10-01,16.0684,16.0684,16.7917,17.5409,17.3084,17.0759,16.7917,16.5076,16.7142,17.3859,17.9284,17.6701,16.933799999999998,1.1108000000000011,0.3077016999999991,17.1792,18.4967
1957-11-01,16.0684,16.7917,17.5409,17.3084,17.0759,16.7917,16.5076,16.7142,17.3859,17.9284,17.6701,17.1792,17.12755,1.1624999999999979,0.24365569999999953,17.2309,18.1867
1957-12-01,16.7917,17.5409,17.3084,17.0759,16.7917,16.5076,16.7142,17.3859,17.9284,17.6701,17.1792,17.2309,17.20505,1.0850000000000009,0.41973053000000127,17.8767,17.9542
1958-01-01,17.5409,17.3084,17.0759,16.7917,16.5076,16.7142,17.3859,17.9284,17.6701,17.1792,17.2309,17.8767,17.26965,0.9558,0.8014576400000029,18.4967,17.3342
1958-02-01,17.3084,17.0759,16.7917,16.5076,16.7142,17.3859,17.9284,17.6701,17.1792,17.2309,17.8767,18.4967,17.26965,0.8782999999999994,0.48050000000000265,18.1867,16.9984
1958-03-01,17.0759,16.7917,16.5076,16.7142,17.3859,17.9284,17.6701,17.1792,17.2309,17.8767,18.4967,18.1867,17.3084,0.8782999999999994,0.15015625000000055,17.9542,17.4376
1958-04-01,16.7917,16.5076,16.7142,17.3859,17.9284,17.6701,17.1792,17.2309,17.8767,18.4967,18.1867,17.9542,17.528,0.5425000000000004,0.4384562500000004,17.3342,17.9284
1958-05-01,16.5076,16.7142,17.3859,17.9284,17.6701,17.1792,17.2309,17.8767,18.4967,18.1867,17.9542,17.3342,17.528,0.4908000000000001,0.49716164000000057,16.9984,18.6517
1958-06-01,16.7142,17.3859,17.9284,17.6701,17.1792,17.2309,17.8767,18.4967,18.1867,17.9542,17.3342,16.9984,17.528,0.723399999999998,0.30565827999999895,17.4376,18.7034
1958-07-01,17.3859,17.9284,17.6701,17.1792,17.2309,17.8767,18.4967,18.1867,17.9542,17.3342,16.9984,17.4376,17.55385,0.5425000000000004,0.43378127999999977,17.9284,18.1351
1958-08-01,17.9284,17.6701,17.1792,17.2309,17.8767,18.4967,18.1867,17.9542,17.3342,16.9984,17.4376,17.9284,17.773400000000002,0.7233000000000018,0.7640475300000027,18.6517,18.0576
1958-09-01,17.6701,17.1792,17.2309,17.8767,18.4967,18.1867,17.9542,17.3342,16.9984,17.4376,17.9284,18.6517,17.773400000000002,1.033299999999997,0.5258357800000023,18.7034,19.0134
1958-10-01,17.1792,17.2309,17.8767,18.4967,18.1867,17.9542,17.3342,16.9984,17.4376,17.9284,18.6517,18.7034,17.902549999999998,0.9558999999999997,0.3256377799999964,18.1351,20.0209
1958-11-01,17.2309,17.8767,18.4967,18.1867,17.9542,17.3342,16.9984,17.4376,17.9284,18.6517,18.7034,18.1351,17.9413,0.8267000000000024,0.32897113999999683,18.0576,19.6851
1958-12-01,17.8767,18.4967,18.1867,17.9542,17.3342,16.9984,17.4376,17.9284,18.6517,18.7034,18.1351,18.0576,18.0059,1.1367000000000012,0.91955989,19.0134,19.5817
1959-01-01,18.4967,18.1867,17.9542,17.3342,16.9984,17.4376,17.9284,18.6517,18.7034,18.1351,18.0576,19.0134,18.09635,1.5242000000000004,1.9286098900000006,20.0209,19.1167
1959-02-01,18.1867,17.9542,17.3342,16.9984,17.4376,17.9284,18.6517,18.7034,18.1351,18.0576,19.0134,20.0209,18.09635,1.4984000000000002,1.1278178900000024,19.6851,18.9876
1959-03-01,17.9542,17.3342,16.9984,17.4376,17.9284,18.6517,18.7034,18.1351,18.0576,19.0134,20.0209,19.6851,18.09635,1.6275000000000013,0.1234532000000011,19.5817,19.5817
1959-04-01,17.3342,16.9984,17.4376,17.9284,18.6517,18.7034,18.1351,18.0576,19.0134,20.0209,19.6851,19.5817,18.3934,1.7825000000000024,0.22691655999999924,19.1167,20.0984
1959-05-01,16.9984,17.4376,17.9284,18.6517,18.7034,18.1351,18.0576,19.0134,20.0209,19.6851,19.5817,19.1167,18.67755,1.9892000000000003,0.23289181000000014,18.9876,20.5117
1959-06-01,17.4376,17.9284,18.6517,18.7034,18.1351,18.0576,19.0134,20.0209,19.6851,19.5817,19.1167,18.9876,18.8455,2.1441000000000017,0.3696216200000014,19.5817,20.7184
1959-07-01,17.9284,18.6517,18.7034,18.1351,18.0576,19.0134,20.0209,19.6851,19.5817,19.1167,18.9876,19.5817,19.000500000000002,2.1700000000000017,0.6199337000000014,20.0984,19.7884
1959-08-01,18.6517,18.7034,18.1351,18.0576,19.0134,20.0209,19.6851,19.5817,19.1167,18.9876,19.5817,20.0984,19.06505,1.8599999999999994,0.43779577999999986,20.5117,19.7367
1959-09-01,18.7034,18.1351,18.0576,19.0134,20.0209,19.6851,19.5817,19.1167,18.9876,19.5817,20.0984,20.5117,19.349200000000003,2.0150000000000006,0.21354177999999877,20.7184,20.8734
1959-10-01,18.1351,18.0576,19.0134,20.0209,19.6851,19.5817,19.1167,18.9876,19.5817,20.0984,20.5117,20.7184,19.5817,1.653299999999998,0.9076248899999986,19.7884,21.7518
1959-11-01,18.0576,19.0134,20.0209,19.6851,19.5817,19.1167,18.9876,19.5817,20.0984,20.5117,20.7184,19.7884,19.6334,1.6790999999999983,0.8675728899999995,19.7367,21.4417
1959-12-01,19.0134,20.0209,19.6851,19.5817,19.1167,18.9876,19.5817,20.0984,20.5117,20.7184,19.7884,19.7367,19.7109,1.8599999999999994,1.2947597800000026,20.8734,21.5451
1960-01-01,20.0209,19.6851,19.5817,19.1167,18.9876,19.5817,20.0984,20.5117,20.7184,19.7884,19.7367,20.8734,19.762549999999997,1.7308999999999983,2.0636734500000014,21.7518,20.8217
1960-02-01,19.6851,19.5817,19.1167,18.9876,19.5817,20.0984,20.5117,20.7184,19.7884,19.7367,20.8734,21.7518,19.762549999999997,1.7566000000000024,0.8677485699999976,21.4417,20.2017
1960-03-01,19.5817,19.1167,18.9876,19.5817,20.0984,20.5117,20.7184,19.7884,19.7367,20.8734,21.7518,21.4417,19.9434,1.9634,0.10685356999999919,21.5451,20.7184
1960-04-01,19.1167,18.9876,19.5817,20.0984,20.5117,20.7184,19.7884,19.7367,20.8734,21.7518,21.4417,21.5451,20.30505,1.7049999999999983,0.5339991200000025,20.8217,21.2351
1960-05-01,18.9876,19.5817,20.0984,20.5117,20.7184,19.7884,19.7367,20.8734,21.7518,21.4417,21.5451,20.8217,20.61505,1.2140999999999984,0.9077075600000035,20.2017,22.0617
1960-06-01,19.5817,20.0984,20.5117,20.7184,19.7884,19.7367,20.8734,21.7518,21.4417,21.5451,20.8217,20.2017,20.61505,1.1366999999999976,0.6513788900000015,20.7184,22.0876
1960-07-01,20.0984,20.5117,20.7184,19.7884,19.7367,20.8734,21.7518,21.4417,21.5451,20.8217,20.2017,20.7184,20.7184,1.1366999999999976,0.5339577800000004,21.2351,21.0542
1960-08-01,20.5117,20.7184,19.7884,19.7367,20.8734,21.7518,21.4417,21.5451,20.8217,20.2017,20.7184,21.2351,20.770049999999998,1.5499999999999972,0.9502464499999987,22.0617,20.8217
1960-09-01,20.7184,19.7884,19.7367,20.8734,21.7518,21.4417,21.5451,20.8217,20.2017,20.7184,21.2351,22.0617,20.84755,1.3691999999999993,0.6839383699999986,22.0876,21.5967
1960-10-01,19.7884,19.7367,20.8734,21.7518,21.4417,21.5451,20.8217,20.2017,20.7184,21.2351,22.0617,22.0876,21.05425,1.2658000000000023,1.0685863699999931,21.0542,22.6301
1960-11-01,19.7367,20.8734,21.7518,21.4417,21.5451,20.8217,20.2017,20.7184,21.2351,22.0617,22.0876,21.0542,21.14465,1.0850000000000009,1.121971809999994,20.8217,22.1651
1960-12-01,20.8734,21.7518,21.4417,21.5451,20.8217,20.2017,20.7184,21.2351,22.0617,22.0876,21.0542,20.8217,21.14465,0.7232999999999983,0.6546812499999985,21.5967,21.8551
1961-01-01,21.7518,21.4417,21.5451,20.8217,20.2017,20.7184,21.2351,22.0617,22.0876,21.0542,20.8217,21.5967,21.3384,0.8782999999999994,1.6685405599999985,22.6301,21.4934
1961-02-01,21.4417,21.5451,20.8217,20.2017,20.7184,21.2351,22.0617,22.0876,21.0542,20.8217,21.5967,22.6301,21.3384,0.723399999999998,1.2841405600000007,22.1651,21.4934
1961-03-01,21.5451,20.8217,20.2017,20.7184,21.2351,22.0617,22.0876,21.0542,20.8217,21.5967,22.6301,22.1651,21.3901,0.3099999999999987,0.3123249999999991,21.8551,21.9584
1961-04-01,20.8217,20.2017,20.7184,21.2351,22.0617,22.0876,21.0542,20.8217,21.5967,22.6301,22.1651,21.8551,21.4159,0.6717000000000013,0.2269268899999985,21.4934,22.4751
1961-05-01,20.2017,20.7184,21.2351,22.0617,22.0876,21.0542,20.8217,21.5967,22.6301,22.1651,21.8551,21.4934,21.54505,1.2917000000000023,0.13082688999999928,21.4934,23.5343
1961-06-01,20.7184,21.2351,22.0617,22.0876,21.0542,20.8217,21.5967,22.6301,22.1651,21.8551,21.4934,21.4934,21.54505,1.240000000000002,0.21622499999999986,21.9584,23.6634
1961-07-01,21.2351,22.0617,22.0876,21.0542,20.8217,21.5967,22.6301,22.1651,21.8551,21.4934,21.4934,21.9584,21.7259,1.240000000000002,0.4832038900000001,22.4751,22.7334
1961-08-01,22.0617,22.0876,21.0542,20.8217,21.5967,22.6301,22.1651,21.8551,21.4934,21.4934,21.9584,22.4751,21.906750000000002,1.4726000000000035,1.3888835300000015,23.5343,22.3976
1961-09-01,22.0876,21.0542,20.8217,21.5967,22.6301,22.1651,21.8551,21.4934,21.4934,21.9584,22.4751,23.5343,21.906750000000002,1.575800000000001,1.1385714500000006,23.6634,23.3276
1961-10-01,21.0542,20.8217,21.5967,22.6301,22.1651,21.8551,21.4934,21.4934,21.9584,22.4751,23.5343,23.6634,21.906750000000002,1.679199999999998,0.8815668099999988,22.7334,24.7226
1961-11-01,20.8217,21.5967,22.6301,22.1651,21.8551,21.4934,21.4934,21.9584,22.4751,23.5343,23.6634,22.7334,22.06175,1.5759000000000007,0.9776616399999988,22.3976,24.0768
1961-12-01,21.5967,22.6301,22.1651,21.8551,21.4934,21.4934,21.9584,22.4751,23.5343,23.6634,22.7334,22.3976,22.28135,1.7309000000000019,0.9776616399999988,23.3276,23.9218
1962-01-01,22.6301,22.1651,21.8551,21.4934,21.4934,21.9584,22.4751,23.5343,23.6634,22.7334,22.3976,23.3276,22.43635,2.092500000000001,2.8109249999999983,24.7226,23.0434
1962-02-01,22.1651,21.8551,21.4934,21.4934,21.9584,22.4751,23.5343,23.6634,22.7334,22.3976,23.3276,24.7226,22.43635,1.9116999999999997,2.3630826400000005,24.0768,22.9401
1962-03-01,21.8551,21.4934,21.4934,21.9584,22.4751,23.5343,23.6634,22.7334,22.3976,23.3276,24.7226,24.0768,22.60425,2.066700000000001,0.44108264000000086,23.9218,23.7151
1962-04-01,21.4934,21.4934,21.9584,22.4751,23.5343,23.6634,22.7334,22.3976,23.3276,24.7226,24.0768,23.9218,23.0305,1.5499999999999972,0.7956115600000041,23.0434,24.4384
1962-05-01,21.4934,21.9584,22.4751,23.5343,23.6634,22.7334,22.3976,23.3276,24.7226,24.0768,23.9218,23.0434,23.185499999999998,1.4466999999999999,0.7822574500000042,22.9401,25.1101
1962-06-01,21.9584,22.4751,23.5343,23.6634,22.7334,22.3976,23.3276,24.7226,24.0768,23.9218,23.0434,22.9401,23.185499999999998,1.7566999999999986,0.6112958899999972,23.7151,25.1101
1962-07-01,22.4751,23.5343,23.6634,22.7334,22.3976,23.3276,24.7226,24.0768,23.9218,23.0434,22.9401,23.7151,23.430950000000003,1.9633000000000003,1.1237878900000005,24.4384,24.0768
1962-08-01,23.5343,23.6634,22.7334,22.3976,23.3276,24.7226,24.0768,23.9218,23.0434,22.9401,23.7151,24.4384,23.59885,1.5757999999999974,0.9743437799999995,25.1101,23.9218
1962-09-01,23.6634,22.7334,22.3976,23.3276,24.7226,24.0768,23.9218,23.0434,22.9401,23.7151,24.4384,25.1101,23.68925,1.4466999999999999,0.45118088999999695,25.1101,24.8259
1962-10-01,22.7334,22.3976,23.3276,24.7226,24.0768,23.9218,23.0434,22.9401,23.7151,24.4384,25.1101,25.1101,23.81845,1.343399999999999,1.0677088900000011,24.0768,26.2726
1962-11-01,22.3976,23.3276,24.7226,24.0768,23.9218,23.0434,22.9401,23.7151,24.4384,25.1101,25.1101,24.0768,23.999299999999998,1.5242000000000004,1.0917338900000004,23.9218,25.9626
1962-12-01,23.3276,24.7226,24.0768,23.9218,23.0434,22.9401,23.7151,24.4384,25.1101,25.1101,24.0768,23.9218,23.999299999999998,1.4983000000000004,0.8414218099999987,24.8259,25.4718
1963-01-01,24.7226,24.0768,23.9218,23.0434,22.9401,23.7151,24.4384,25.1101,25.1101,24.0768,23.9218,24.8259,24.0768,1.5500000000000007,2.910337699999999,26.2726,24.5159
1963-02-01,24.0768,23.9218,23.0434,22.9401,23.7151,24.4384,25.1101,25.1101,24.0768,23.9218,24.8259,26.2726,24.0768,1.8857999999999997,2.189040890000001,25.9626,24.5159
1963-03-01,23.9218,23.0434,22.9401,23.7151,24.4384,25.1101,25.1101,24.0768,23.9218,24.8259,26.2726,25.9626,24.2576,1.5500000000000007,0.33698463999999806,25.4718,25.3168
1963-04-01,23.0434,22.9401,23.7151,24.4384,25.1101,25.1101,24.0768,23.9218,24.8259,26.2726,25.9626,25.4718,24.632150000000003,1.4725000000000001,1.154629450000003,24.5159,26.4534
1963-05-01,22.9401,23.7151,24.4384,25.1101,25.1101,24.0768,23.9218,24.8259,26.2726,25.9626,25.4718,24.5159,24.6709,1.5757999999999974,0.9137448100000063,24.5159,27.3059
