Date,T-11,T-10,T-9,T-8,T-7,T-6,T-5,T-4,T-3,T-2,T-1,window_statistic_12_median,difference_13_12-1,difference_statistic_3_1_abs_energy,tzero,Target_Tplus1
1797-08-31,30.7,18.3,14.0,8.5,24.0,7.0,6.7,6.7,12.2,18.5,7.2,10.35,7.5,135.53,10.0,9.5
1797-09-30,18.3,14.0,8.5,24.0,7.0,6.7,6.7,12.2,18.5,7.2,10.0,11.1,-21.2,8.09,9.5,11.5
1797-10-31,14.0,8.5,24.0,7.0,6.7,6.7,12.2,18.5,7.2,10.0,9.5,9.75,-6.800000000000001,4.25,11.5,9.7
1797-11-30,8.5,24.0,7.0,6.7,6.7,12.2,18.5,7.2,10.0,9.5,11.5,9.75,-4.300000000000001,7.240000000000002,9.7,5.0
1797-12-31,24.0,7.0,6.7,6.7,12.2,18.5,7.2,10.0,9.5,11.5,9.7,9.6,-3.5,25.329999999999995,5.0,3.3
1798-01-31,7.0,6.7,6.7,12.2,18.5,7.2,10.0,9.5,11.5,9.7,5.0,9.6,-20.7,24.979999999999993,3.3,6.7
1798-02-28,6.7,6.7,12.2,18.5,7.2,10.0,9.5,11.5,9.7,5.0,3.3,8.35,-0.2999999999999998,14.450000000000003,6.7,20.7
1798-03-31,6.7,12.2,18.5,7.2,10.0,9.5,11.5,9.7,5.0,3.3,6.7,8.35,14.0,207.56,20.7,1.8
1798-04-30,12.2,18.5,7.2,10.0,9.5,11.5,9.7,5.0,3.3,6.7,20.7,9.6,-4.9,553.2099999999999,1.8,0.0
1798-05-31,18.5,7.2,10.0,9.5,11.5,9.7,5.0,3.3,6.7,20.7,1.8,9.6,-12.2,360.44999999999993,0.0,0.0
1798-06-30,7.2,10.0,9.5,11.5,9.7,5.0,3.3,6.7,20.7,1.8,0.0,8.35,-18.5,3.24,0.0,0.0
1798-07-31,10.0,9.5,11.5,9.7,5.0,3.3,6.7,20.7,1.8,0.0,0.0,6.95,-7.2,0.0,0.0,5.0
1798-08-31,9.5,11.5,9.7,5.0,3.3,6.7,20.7,1.8,0.0,0.0,0.0,5.85,-5.0,25.0,5.0,4.0
1798-09-30,11.5,9.7,5.0,3.3,6.7,20.7,1.8,0.0,0.0,0.0,5.0,5.0,-5.5,26.0,4.0,2.5
1798-10-31,9.7,5.0,3.3,6.7,20.7,1.8,0.0,0.0,0.0,5.0,4.0,4.5,-9.0,3.25,2.5,20.8
1798-11-30,5.0,3.3,6.7,20.7,1.8,0.0,0.0,0.0,5.0,4.0,2.5,3.65,11.100000000000001,337.14000000000004,20.8,16.5
1798-12-31,3.3,6.7,20.7,1.8,0.0,0.0,0.0,5.0,4.0,2.5,20.8,3.65,11.5,353.38000000000005,16.5,2.7
1799-01-31,6.7,20.7,1.8,0.0,0.0,0.0,5.0,4.0,2.5,20.8,16.5,3.65,-0.5999999999999996,208.93000000000004,2.7,21.0
1799-02-28,20.7,1.8,0.0,0.0,0.0,5.0,4.0,2.5,20.8,16.5,2.7,3.35,14.3,525.33,21.0,36.2
1799-03-31,1.8,0.0,0.0,0.0,5.0,4.0,2.5,20.8,16.5,2.7,21.0,3.35,15.500000000000004,565.9300000000001,36.2,14.0
1799-04-30,0.0,0.0,0.0,5.0,4.0,2.5,20.8,16.5,2.7,21.0,36.2,3.35,12.2,723.8800000000002,14.0,13.7
1799-05-31,0.0,0.0,5.0,4.0,2.5,20.8,16.5,2.7,21.0,36.2,14.0,4.5,13.7,492.9300000000001,13.7,17.7
1799-06-30,0.0,5.0,4.0,2.5,20.8,16.5,2.7,21.0,36.2,14.0,13.7,9.35,17.7,16.09,17.7,3.5
1799-07-31,5.0,4.0,2.5,20.8,16.5,2.7,21.0,36.2,14.0,13.7,17.7,13.85,3.5,217.64,3.5,0.0
1799-08-31,4.0,2.5,20.8,16.5,2.7,21.0,36.2,14.0,13.7,17.7,3.5,13.85,-5.0,213.89,0.0,0.0
1799-09-30,2.5,20.8,16.5,2.7,21.0,36.2,14.0,13.7,17.7,3.5,0.0,13.85,-4.0,12.25,0.0,7.7
1799-10-31,20.8,16.5,2.7,21.0,36.2,14.0,13.7,17.7,3.5,0.0,0.0,13.85,5.2,59.290000000000006,7.7,4.5
1799-11-30,16.5,2.7,21.0,36.2,14.0,13.7,17.7,3.5,0.0,0.0,7.7,13.85,-16.3,69.53,4.5,14.3
1799-12-31,2.7,21.0,36.2,14.0,13.7,17.7,3.5,0.0,0.0,7.7,4.5,10.7,-2.1999999999999993,106.28000000000003,14.3,11.5
1800-01-31,21.0,36.2,14.0,13.7,17.7,3.5,0.0,0.0,7.7,4.5,14.3,10.7,8.8,103.88000000000002,11.5,15.5
1800-02-28,36.2,14.0,13.7,17.7,3.5,0.0,0.0,7.7,4.5,14.3,11.5,12.6,-5.5,23.840000000000003,15.5,23.2
1800-03-31,14.0,13.7,17.7,3.5,0.0,0.0,7.7,4.5,14.3,11.5,15.5,12.6,-13.000000000000004,75.28999999999999,23.2,0.0
1800-04-30,13.7,17.7,3.5,0.0,0.0,7.7,4.5,14.3,11.5,15.5,23.2,12.6,-14.0,597.53,0.0,8.3
1800-05-31,17.7,3.5,0.0,0.0,7.7,4.5,14.3,11.5,15.5,23.2,0.0,9.6,-5.399999999999999,607.13,8.3,39.5
1800-06-30,3.5,0.0,0.0,7.7,4.5,14.3,11.5,15.5,23.2,0.0,8.3,8.0,21.8,1042.33,39.5,35.0
1800-07-31,0.0,0.0,7.7,4.5,14.3,11.5,15.5,23.2,0.0,8.3,39.5,8.0,31.5,993.6899999999999,35.0,32.5
1800-08-31,0.0,7.7,4.5,14.3,11.5,15.5,23.2,0.0,8.3,39.5,35.0,9.9,32.5,26.5,32.5,19.2
1800-09-30,7.7,4.5,14.3,11.5,15.5,23.2,0.0,8.3,39.5,35.0,32.5,12.9,19.2,183.14000000000001,19.2,20.5
1800-10-31,4.5,14.3,11.5,15.5,23.2,0.0,8.3,39.5,35.0,32.5,19.2,14.9,12.8,178.58,20.5,17.5
1800-11-30,14.3,11.5,15.5,23.2,0.0,8.3,39.5,35.0,32.5,19.2,20.5,17.35,13.0,10.690000000000001,17.5,66.8
1800-12-31,11.5,15.5,23.2,0.0,8.3,39.5,35.0,32.5,19.2,20.5,17.5,18.35,52.5,2439.49,66.8,45.0
1801-01-31,15.5,23.2,0.0,8.3,39.5,35.0,32.5,19.2,20.5,17.5,66.8,19.85,33.5,2905.7299999999996,45.0,48.3
1801-02-28,23.2,0.0,8.3,39.5,35.0,32.5,19.2,20.5,17.5,66.8,45.0,21.85,32.8,486.1299999999999,48.3,50.0
1801-03-31,0.0,8.3,39.5,35.0,32.5,19.2,20.5,17.5,66.8,45.0,48.3,27.85,26.8,13.77999999999999,50.0,51.7
1801-04-30,8.3,39.5,35.0,32.5,19.2,20.5,17.5,66.8,45.0,48.3,50.0,33.75,51.7,5.780000000000019,51.7,53.3
1801-05-31,39.5,35.0,32.5,19.2,20.5,17.5,66.8,45.0,48.3,50.0,51.7,37.25,45.0,5.449999999999991,53.3,52.0
1801-06-30,35.0,32.5,19.2,20.5,17.5,66.8,45.0,48.3,50.0,51.7,53.3,42.25,12.5,4.249999999999974,52.0,58.3
1801-07-31,32.5,19.2,20.5,17.5,66.8,45.0,48.3,50.0,51.7,53.3,52.0,46.65,23.299999999999997,41.37999999999995,58.3,64.5
1801-08-31,19.2,20.5,17.5,66.8,45.0,48.3,50.0,51.7,53.3,52.0,58.3,49.15,32.0,78.13,64.5,55.8
1801-09-30,20.5,17.5,66.8,45.0,48.3,50.0,51.7,53.3,52.0,58.3,64.5,50.85,36.599999999999994,114.13000000000008,55.8,54.3
1801-10-31,17.5,66.8,45.0,48.3,50.0,51.7,53.3,52.0,58.3,64.5,55.8,51.85,33.8,77.94000000000005,54.3,66.3
1801-11-30,66.8,45.0,48.3,50.0,51.7,53.3,52.0,58.3,64.5,55.8,54.3,52.65,48.8,146.25,66.3,80.3
1801-12-31,45.0,48.3,50.0,51.7,53.3,52.0,58.3,64.5,55.8,54.3,66.3,53.8,13.5,340.0,80.3,79.7
1802-01-31,48.3,50.0,51.7,53.3,52.0,58.3,64.5,55.8,54.3,66.3,80.3,53.8,34.7,196.35999999999999,79.7,78.3
1802-02-28,50.0,51.7,53.3,52.0,58.3,64.5,55.8,54.3,66.3,80.3,79.7,55.05,30.0,2.320000000000009,78.3,68.0
1802-03-31,51.7,53.3,52.0,58.3,64.5,55.8,54.3,66.3,80.3,79.7,78.3,57.05,18.0,108.04999999999997,68.0,70.0
1802-04-30,53.3,52.0,58.3,64.5,55.8,54.3,66.3,80.3,79.7,78.3,68.0,61.4,18.299999999999997,110.08999999999995,70.0,73.3
1802-05-31,52.0,58.3,64.5,55.8,54.3,66.3,80.3,79.7,78.3,68.0,70.0,65.4,20.0,14.889999999999981,73.3,76.7
1802-06-30,58.3,64.5,55.8,54.3,66.3,80.3,79.7,78.3,68.0,70.0,73.3,67.15,24.700000000000003,22.450000000000017,76.7,80.0
1802-07-31,64.5,55.8,54.3,66.3,80.3,79.7,78.3,68.0,70.0,73.3,76.7,69.0,21.700000000000003,22.450000000000017,80.0,83.3
1802-08-31,55.8,54.3,66.3,80.3,79.7,78.3,68.0,70.0,73.3,76.7,80.0,71.65,18.799999999999997,21.779999999999962,83.3,86.3
1802-09-30,54.3,66.3,80.3,79.7,78.3,68.0,70.0,73.3,76.7,80.0,83.3,75.0,30.5,19.88999999999998,86.3,64.2
1802-10-31,66.3,80.3,79.7,78.3,68.0,70.0,73.3,76.7,80.0,83.3,86.3,77.5,9.900000000000006,497.40999999999974,64.2,57.5
1802-11-30,80.3,79.7,78.3,68.0,70.0,73.3,76.7,80.0,83.3,86.3,64.2,77.5,-8.799999999999997,533.2999999999997,57.5,83.3
1802-12-31,79.7,78.3,68.0,70.0,73.3,76.7,80.0,83.3,86.3,64.2,57.5,77.5,3.0,710.5299999999999,83.3,83.3
1803-01-31,78.3,68.0,70.0,73.3,76.7,80.0,83.3,86.3,64.2,57.5,83.3,77.5,3.5999999999999943,665.6399999999999,83.3,84.7
1803-02-28,68.0,70.0,73.3,76.7,80.0,83.3,86.3,64.2,57.5,83.3,83.3,77.5,6.400000000000006,1.960000000000016,84.7,49.2
1803-03-31,70.0,73.3,76.7,80.0,83.3,86.3,64.2,57.5,83.3,83.3,84.7,78.35,-18.799999999999997,1262.21,49.2,41.7
1803-04-30,73.3,76.7,80.0,83.3,86.3,64.2,57.5,83.3,83.3,84.7,49.2,78.35,-28.299999999999997,1316.5,41.7,73.8
1803-05-31,76.7,80.0,83.3,86.3,64.2,57.5,83.3,83.3,84.7,49.2,41.7,78.35,0.5,1086.6599999999996,73.8,60.0
1803-06-30,80.0,83.3,86.3,64.2,57.5,83.3,83.3,84.7,49.2,41.7,73.8,78.35,-16.700000000000003,1220.8499999999995,60.0,80.5
1803-07-31,83.3,86.3,64.2,57.5,83.3,83.3,84.7,49.2,41.7,73.8,60.0,76.9,0.5,610.6899999999999,80.5,56.8
1803-08-31,86.3,64.2,57.5,83.3,83.3,84.7,49.2,41.7,73.8,60.0,80.5,77.15,-26.5,981.9400000000002,56.8,75.5
1803-09-30,64.2,57.5,83.3,83.3,84.7,49.2,41.7,73.8,60.0,80.5,56.8,69.0,-10.799999999999997,911.3800000000003,75.5,90.5
1803-10-31,57.5,83.3,83.3,84.7,49.2,41.7,73.8,60.0,80.5,56.8,75.5,69.0,26.299999999999997,574.69,90.5,85.0
1803-11-30,83.3,83.3,84.7,49.2,41.7,73.8,60.0,80.5,56.8,75.5,90.5,74.65,27.5,255.25,85.0,80.0
1803-12-31,83.3,84.7,49.2,41.7,73.8,60.0,80.5,56.8,75.5,90.5,85.0,78.0,-3.299999999999997,55.25,80.0,75.5
1804-01-31,84.7,49.2,41.7,73.8,60.0,80.5,56.8,75.5,90.5,85.0,80.0,77.75,-7.799999999999997,45.25,75.5,80.5
1804-02-29,49.2,41.7,73.8,60.0,80.5,56.8,75.5,90.5,85.0,80.0,75.5,75.5,-4.200000000000003,45.25,80.5,80.0
1804-03-31,41.7,73.8,60.0,80.5,56.8,75.5,90.5,85.0,80.0,75.5,80.5,75.5,30.799999999999997,25.25,80.0,84.3
1804-04-30,73.8,60.0,80.5,56.8,75.5,90.5,85.0,80.0,75.5,80.5,80.0,77.75,42.599999999999994,18.739999999999977,84.3,55.7
1804-05-31,60.0,80.5,56.8,75.5,90.5,85.0,80.0,75.5,80.5,80.0,84.3,80.0,-18.099999999999994,836.4499999999997,55.7,58.0
1804-06-30,80.5,56.8,75.5,90.5,85.0,80.0,75.5,80.5,80.0,84.3,55.7,80.0,-2.0,823.2499999999997,58.0,49.7
1804-07-31,56.8,75.5,90.5,85.0,80.0,75.5,80.5,80.0,84.3,55.7,58.0,80.0,-30.799999999999997,74.17999999999995,49.7,71.8
1804-08-31,75.5,90.5,85.0,80.0,75.5,80.5,80.0,84.3,55.7,58.0,49.7,77.75,15.0,557.2999999999997,71.8,88.3
1804-09-30,90.5,85.0,80.0,75.5,80.5,80.0,84.3,55.7,58.0,49.7,71.8,77.75,12.799999999999997,760.6599999999997,88.3,103.8
1804-10-31,85.0,80.0,75.5,80.5,80.0,84.3,55.7,58.0,49.7,71.8,88.3,80.0,13.299999999999997,512.5,103.8,101.7
1804-11-30,80.0,75.5,80.5,80.0,84.3,55.7,58.0,49.7,71.8,88.3,103.8,80.0,16.700000000000003,244.65999999999997,101.7,100.0
1804-12-31,75.5,80.5,80.0,84.3,55.7,58.0,49.7,71.8,88.3,103.8,101.7,80.0,20.0,7.299999999999986,100.0,101.7
1805-01-31,80.5,80.0,84.3,55.7,58.0,49.7,71.8,88.3,103.8,101.7,100.0,80.25,26.200000000000003,5.780000000000019,101.7,73.5
1805-02-28,80.0,84.3,55.7,58.0,49.7,71.8,88.3,103.8,101.7,100.0,101.7,82.4,-7.0,798.1300000000001,73.5,85.7
1805-03-31,84.3,55.7,58.0,49.7,71.8,88.3,103.8,101.7,100.0,101.7,73.5,82.15,5.700000000000003,944.0800000000002,85.7,62.5
1805-04-30,55.7,58.0,49.7,71.8,88.3,103.8,101.7,100.0,101.7,73.5,85.7,85.0,-21.799999999999997,687.0800000000002,62.5,65.0
1805-05-31,58.0,49.7,71.8,88.3,103.8,101.7,100.0,101.7,73.5,85.7,62.5,79.6,9.299999999999997,544.4900000000001,65.0,67.5
1805-06-30,49.7,71.8,88.3,103.8,101.7,100.0,101.7,73.5,85.7,62.5,65.0,79.6,9.5,12.5,67.5,62.7
1805-07-31,71.8,88.3,103.8,101.7,100.0,101.7,73.5,85.7,62.5,65.0,67.5,79.6,13.0,29.289999999999974,62.7,71.2
1805-08-31,88.3,103.8,101.7,100.0,101.7,73.5,85.7,62.5,65.0,67.5,62.7,79.6,-0.5999999999999943,95.28999999999998,71.2,74.0
1805-09-30,103.8,101.7,100.0,101.7,73.5,85.7,62.5,65.0,67.5,62.7,71.2,79.6,-14.299999999999997,80.08999999999999,74.0,49.0
1805-10-31,101.7,100.0,101.7,73.5,85.7,62.5,65.0,67.5,62.7,71.2,74.0,73.75,-54.8,632.84,49.0,68.3
1805-11-30,100.0,101.7,73.5,85.7,62.5,65.0,67.5,62.7,71.2,74.0,49.0,72.35,-33.400000000000006,997.4899999999999,68.3,63.8
1805-12-31,101.7,73.5,85.7,62.5,65.0,67.5,62.7,71.2,74.0,49.0,68.3,69.75,-36.2,392.7399999999999,63.8,65.0
1806-01-31,73.5,85.7,62.5,65.0,67.5,62.7,71.2,74.0,49.0,68.3,63.8,67.9,-36.7,21.69000000000001,65.0,49.3
1806-02-28,85.7,62.5,65.0,67.5,62.7,71.2,74.0,49.0,68.3,63.8,65.0,66.25,-24.200000000000003,247.9300000000001,49.3,54.5
1806-03-31,62.5,65.0,67.5,62.7,71.2,74.0,49.0,68.3,63.8,65.0,49.3,65.0,-31.200000000000003,273.53000000000014,54.5,46.2
1806-04-30,65.0,67.5,62.7,71.2,74.0,49.0,68.3,63.8,65.0,49.3,54.5,64.4,-16.299999999999997,95.92999999999999,46.2,44.0
1806-05-31,67.5,62.7,71.2,74.0,49.0,68.3,63.8,65.0,49.3,54.5,46.2,64.4,-21.0,73.72999999999998,44.0,42.7
1806-06-30,62.7,71.2,74.0,49.0,68.3,63.8,65.0,49.3,54.5,46.2,44.0,63.25,-24.799999999999997,6.530000000000005,42.7,50.0
1806-07-31,71.2,74.0,49.0,68.3,63.8,65.0,49.3,54.5,46.2,44.0,42.7,58.6,-12.700000000000003,54.97999999999995,50.0,43.8
1806-08-31,74.0,49.0,68.3,63.8,65.0,49.3,54.5,46.2,44.0,42.7,50.0,52.25,-27.400000000000006,91.72999999999999,43.8,40.0
1806-09-30,49.0,68.3,63.8,65.0,49.3,54.5,46.2,44.0,42.7,50.0,43.8,49.65,-34.0,52.88000000000001,40.0,45.0
1806-10-31,68.3,63.8,65.0,49.3,54.5,46.2,44.0,42.7,50.0,43.8,40.0,49.15,-4.0,39.439999999999976,45.0,41.7
1806-11-30,63.8,65.0,49.3,54.5,46.2,44.0,42.7,50.0,43.8,40.0,45.0,47.75,-26.599999999999994,35.88999999999998,41.7,40.0
1806-12-31,65.0,49.3,54.5,46.2,44.0,42.7,50.0,43.8,40.0,45.0,41.7,45.6,-23.799999999999997,13.77999999999999,40.0,20.0
1807-01-31,49.3,54.5,46.2,44.0,42.7,50.0,43.8,40.0,45.0,41.7,40.0,44.5,-45.0,402.89,20.0,20.3
1807-02-28,54.5,46.2,44.0,42.7,50.0,43.8,40.0,45.0,41.7,40.0,20.0,43.9,-28.999999999999996,400.09,20.3,16.0
1807-03-31,46.2,44.0,42.7,50.0,43.8,40.0,45.0,41.7,40.0,20.0,20.3,43.25,-38.5,18.580000000000005,16.0,39.7
1807-04-30,44.0,42.7,50.0,43.8,40.0,45.0,41.7,40.0,20.0,20.3,16.0,42.2,-6.5,580.1800000000002,39.7,16.7
1807-05-31,42.7,50.0,43.8,40.0,45.0,41.7,40.0,20.0,20.3,16.0,39.7,40.85,-27.3,1090.6900000000003,16.7,20.0
1807-06-30,50.0,43.8,40.0,45.0,41.7,40.0,20.0,20.3,16.0,39.7,16.7,40.0,-22.700000000000003,539.8900000000001,20.0,21.2
1807-07-31,43.8,40.0,45.0,41.7,40.0,20.0,20.3,16.0,39.7,16.7,20.0,39.85,-28.8,12.330000000000002,21.2,20.0
1807-08-31,40.0,45.0,41.7,40.0,20.0,20.3,16.0,39.7,16.7,20.0,21.2,30.450000000000003,-23.799999999999997,2.879999999999997,20.0,9.5
1807-09-30,45.0,41.7,40.0,20.0,20.3,16.0,39.7,16.7,20.0,21.2,20.0,20.75,-30.5,111.69,9.5,13.3
1807-10-31,41.7,40.0,20.0,20.3,16.0,39.7,16.7,20.0,21.2,20.0,9.5,20.15,-31.7,124.69,13.3,4.3
1807-11-30,40.0,20.0,20.3,16.0,39.7,16.7,20.0,21.2,20.0,9.5,13.3,20.0,-37.400000000000006,95.44,4.3,0.0
1807-12-31,20.0,20.3,16.0,39.7,16.7,20.0,21.2,20.0,9.5,13.3,4.3,20.0,-40.0,99.49,0.0,0.0
1808-01-31,20.3,16.0,39.7,16.7,20.0,21.2,20.0,9.5,13.3,4.3,0.0,18.35,-20.0,18.49,0.0,7.5
1808-02-29,16.0,39.7,16.7,20.0,21.2,20.0,9.5,13.3,4.3,0.0,0.0,16.35,-12.8,56.25,7.5,0.0
1808-03-31,39.7,16.7,20.0,21.2,20.0,9.5,13.3,4.3,0.0,0.0,7.5,14.65,-16.0,112.5,0.0,20.5
1808-04-30,16.7,20.0,21.2,20.0,9.5,13.3,4.3,0.0,0.0,7.5,0.0,11.4,-19.200000000000003,476.5,20.5,22.5
1808-05-31,20.0,21.2,20.0,9.5,13.3,4.3,0.0,0.0,7.5,0.0,20.5,11.4,5.800000000000001,424.25,22.5,22.5
1808-06-30,21.2,20.0,9.5,13.3,4.3,0.0,0.0,7.5,0.0,20.5,22.5,11.4,2.5,4.0,22.5,11.2
1808-07-31,20.0,9.5,13.3,4.3,0.0,0.0,7.5,0.0,20.5,22.5,22.5,11.4,-10.0,127.69000000000001,11.2,13.3
1808-08-31,9.5,13.3,4.3,0.0,0.0,7.5,0.0,20.5,22.5,22.5,11.2,10.35,-6.699999999999999,132.10000000000002,13.3,19.5
1808-09-30,13.3,4.3,0.0,0.0,7.5,0.0,20.5,22.5,22.5,11.2,13.3,10.35,10.0,42.849999999999994,19.5,7.8
1808-10-31,4.3,0.0,0.0,7.5,0.0,20.5,22.5,22.5,11.2,13.3,19.5,12.25,-5.500000000000001,175.32999999999998,7.8,17.5
1808-11-30,0.0,0.0,7.5,0.0,20.5,22.5,22.5,11.2,13.3,19.5,7.8,9.5,13.2,230.97999999999996,17.5,20.5
1808-12-31,0.0,7.5,0.0,20.5,22.5,22.5,11.2,13.3,19.5,7.8,17.5,12.25,20.5,103.08999999999999,20.5,12.0
1809-01-31,7.5,0.0,20.5,22.5,22.5,11.2,13.3,19.5,7.8,17.5,20.5,15.4,12.0,81.25,12.0,15.3
1809-02-28,0.0,20.5,22.5,22.5,11.2,13.3,19.5,7.8,17.5,20.5,12.0,15.4,7.800000000000001,83.14,15.3,1.5
1809-03-31,20.5,22.5,22.5,11.2,13.3,19.5,7.8,17.5,20.5,12.0,15.3,16.4,1.5,201.33000000000004,1.5,4.2
1809-04-30,22.5,22.5,11.2,13.3,19.5,7.8,17.5,20.5,12.0,15.3,1.5,16.4,-16.3,197.73000000000002,4.2,3.3
1809-05-31,22.5,11.2,13.3,19.5,7.8,17.5,20.5,12.0,15.3,1.5,4.2,14.3,-19.2,8.100000000000001,3.3,12.8
1809-06-30,11.2,13.3,19.5,7.8,17.5,20.5,12.0,15.3,1.5,4.2,3.3,12.65,-9.7,91.06,12.8,0.5
1809-07-31,13.3,19.5,7.8,17.5,20.5,12.0,15.3,1.5,4.2,3.3,12.8,12.4,-10.7,241.54000000000002,0.5,0.3
1809-08-31,19.5,7.8,17.5,20.5,12.0,15.3,1.5,4.2,3.3,12.8,0.5,12.4,-13.0,151.33,0.3,0.7
1809-09-30,7.8,17.5,20.5,12.0,15.3,1.5,4.2,3.3,12.8,0.5,0.3,9.9,-18.8,0.19999999999999998,0.7,0.0
1809-10-31,17.5,20.5,12.0,15.3,1.5,4.2,3.3,12.8,0.5,0.3,0.7,6.0,-7.8,0.6499999999999999,0.0,0.0
1809-11-30,20.5,12.0,15.3,1.5,4.2,3.3,12.8,0.5,0.3,0.7,0.0,3.75,-17.5,0.48999999999999994,0.0,0.0
1809-12-31,12.0,15.3,1.5,4.2,3.3,12.8,0.5,0.3,0.7,0.0,0.0,2.4,-20.5,0.0,0.0,0.0
1810-01-31,15.3,1.5,4.2,3.3,12.8,0.5,0.3,0.7,0.0,0.0,0.0,1.1,-12.0,0.0,0.0,0.0
1810-02-28,1.5,4.2,3.3,12.8,0.5,0.3,0.7,0.0,0.0,0.0,0.0,0.6,-15.3,0.0,0.0,0.0
1810-03-31,4.2,3.3,12.8,0.5,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.4,-1.5,0.0,0.0,0.0
1810-04-30,3.3,12.8,0.5,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.15,-4.2,0.0,0.0,0.0
1810-05-31,12.8,0.5,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3,0.0,0.0,0.0
1810-06-30,0.5,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.8,0.0,0.0,0.0
1810-07-31,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0
1810-08-31,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0
1810-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,0.0
1810-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
1811-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,121.0,11.0,0.0
1811-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,242.0,0.0,4.0
1811-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,137.0,4.0,10.2
1811-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,10.2,54.43999999999999,10.2,1.3
1811-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,10.2,0.0,1.3,117.64999999999998,1.3,1.8
1811-12-31,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,10.2,1.3,0.0,1.8,79.45999999999998,1.8,18.8
1812-01-31,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,10.2,1.3,1.8,0.0,18.8,289.25,18.8,3.2
1812-02-29,0.0,0.0,0.0,0.0,11.0,0.0,4.0,10.2,1.3,1.8,18.8,0.65,3.2,532.36,3.2,1.2
1812-03-31,0.0,0.0,0.0,11.0,0.0,4.0,10.2,1.3,1.8,18.8,3.2,1.55,1.2,247.36000000000004,1.2,0.0
1812-04-30,0.0,0.0,11.0,0.0,4.0,10.2,1.3,1.8,18.8,3.2,1.2,1.55,0.0,5.4399999999999995,0.0,1.7
1812-05-31,0.0,11.0,0.0,4.0,10.2,1.3,1.8,18.8,3.2,1.2,0.0,1.55,1.7,4.33,1.7,2.2
1812-06-30,11.0,0.0,4.0,10.2,1.3,1.8,18.8,3.2,1.2,0.0,1.7,1.75,2.2,3.1399999999999997,2.2,0.8
1812-07-31,0.0,4.0,10.2,1.3,1.8,18.8,3.2,1.2,0.0,1.7,2.2,2.0,-10.2,2.210000000000001,0.8,26.0
1812-08-31,4.0,10.2,1.3,1.8,18.8,3.2,1.2,0.0,1.7,2.2,0.8,1.75,26.0,637.0,26.0,8.7
1812-09-30,10.2,1.3,1.8,18.8,3.2,1.2,0.0,1.7,2.2,0.8,26.0,2.0,4.699999999999999,934.3299999999999,8.7,6.5
1812-10-31,1.3,1.8,18.8,3.2,1.2,0.0,1.7,2.2,0.8,26.0,8.7,2.0,-3.6999999999999993,304.13,6.5,13.2
1812-11-30,1.8,18.8,3.2,1.2,0.0,1.7,2.2,0.8,26.0,8.7,6.5,2.0,11.899999999999999,49.72999999999999,13.2,16.8
